Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date,Component,Isolate_Clean,Isolate_Pair_Core,Pair_Key
NC_001467.1,,Begomovirus manihotis,Begomovirus manihotis,West Kenyan 844,DNA A,"African cassava mosaic virus isolate West Kenyan 844 segment DNA1, complete sequence",2779,complete,,,Manihot esculenta,,A,west kenyan 844,west kenyan 844, || begomovirus manihotis || begomovirus manihotis || complete ||  ||  || manihot esculenta ||  || west kenyan 844
MH646717.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK13B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:AK13B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08,B,acmv_gh:ak13b:13,acmv-gh:ak13b:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:ak13b:13
MH646718.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK14B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:AK14B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08,B,acmv_gh:ak14b:13,acmv-gh:ak14b:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:ak14b:13
MH646719.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK11B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:AK11B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08,B,acmv_gh:ak11b:13,acmv-gh:ak11b:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:ak11b:13
MH646720.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH_AK17B_13,DNA-B,"Begomovirus manihotis isolate ACMV_GH_AK17B_13 segment DNA-B, complete sequence",2722,complete,Ghana,Ghana,Manihot esculenta,2013-08,B,acmv_gh_ak17b_13,acmv-gh-ak17b-13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh-ak17b-13
MH646721.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU15B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:BU15B:13 segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2013-08,B,acmv_gh:bu15b:13,acmv-gh:bu15b:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bu15b:13
MH646722.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU16B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:BU16B:13 segment DNA-B, complete sequence",2723,complete,Ghana,Ghana,Manihot esculenta,2013-08,B,acmv_gh:bu16b:13,acmv-gh:bu16b:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bu16b:13
MH646723.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW10B:13,DNA-B,"Begomovirus manihotis isolate ACMV_GH:BW10B:13 segment DNA-B, complete sequence",2727,complete,Ghana,Ghana,Manihot esculenta,2013-08,B,acmv_gh:bw10b:13,acmv-gh:bw10b:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bw10b:13
MG250084.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK8A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK8A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:ak8a:13,acmv-gh:ak8a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:ak8a:13
MG250085.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK10A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK10A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:ak10a:13,acmv-gh:ak10a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:ak10a:13
MG250086.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:ak1a:13,acmv-gh:ak1a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:ak1a:13
MG250087.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK9A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK9A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:ak9a:13,acmv-gh:ak9a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:ak9a:13
MG250088.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK2A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:ak2a:13,acmv-gh:ak2a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:ak2a:13
MG250089.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK7A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK7A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:ak7a:13,acmv-gh:ak7a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:ak7a:13
MG250090.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK3A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:ak3a:13,acmv-gh:ak3a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:ak3a:13
MG250091.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK5A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK5A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:ak5a:13,acmv-gh:ak5a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:ak5a:13
MG250092.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK6A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK6A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:ak6a:13,acmv-gh:ak6a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:ak6a:13
MG250093.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK4A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:ak4a:13,acmv-gh:ak4a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:ak4a:13
MG250094.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:kw1a:13,acmv-gh:kw1a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:kw1a:13
MG250095.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW3A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:kw3a:13,acmv-gh:kw3a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:kw3a:13
MG250096.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW7A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW7A:13, complete genome",2777,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:kw7a:13,acmv-gh:kw7a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:kw7a:13
MG250097.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW8A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW8A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:kw8a:13,acmv-gh:kw8a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:kw8a:13
MG250098.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW9A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW9A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:kw9a:13,acmv-gh:kw9a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:kw9a:13
MG250099.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW4A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:kw4a:13,acmv-gh:kw4a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:kw4a:13
MG250100.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW6A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW6A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:kw6a:13,acmv-gh:kw6a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:kw6a:13
MG250101.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW2A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:kw2a:13,acmv-gh:kw2a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:kw2a:13
MG250102.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW5A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW5A:13, complete genome",2783,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:kw5a:13,acmv-gh:kw5a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:kw5a:13
MG250103.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KM1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:km1a:13,acmv-gh:km1a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:km1a:13
MG250104.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KM2A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:km2a:13,acmv-gh:km2a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:km2a:13
MG250105.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KM3A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:km3a:13,acmv-gh:km3a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:km3a:13
MG250106.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU5A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU5A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bu5a:13,acmv-gh:bu5a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bu5a:13
MG250107.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU6A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU6A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bu6a:13,acmv-gh:bu6a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bu6a:13
MG250108.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU2A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bu2a:13,acmv-gh:bu2a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bu2a:13
MG250109.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU8A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU8A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bu8a:13,acmv-gh:bu8a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bu8a:13
MG250110.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU9A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU9A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bu9a:13,acmv-gh:bu9a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bu9a:13
MG250111.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU3A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bu3a:13,acmv-gh:bu3a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bu3a:13
MG250112.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bu1a:13,acmv-gh:bu1a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bu1a:13
MG250113.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU7A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU7A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bu7a:13,acmv-gh:bu7a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bu7a:13
MG250114.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU10A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU10A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bu10a:13,acmv-gh:bu10a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bu10a:13
MG250115.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU12A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU12A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bu12a:13,acmv-gh:bu12a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bu12a:13
MG250116.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU11A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU11A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bu11a:13,acmv-gh:bu11a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bu11a:13
MG250117.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU13A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU13A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bu13a:13,acmv-gh:bu13a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bu13a:13
MG250118.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU14A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU14A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bu14a:13,acmv-gh:bu14a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bu14a:13
MG250119.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU4A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bu4a:13,acmv-gh:bu4a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bu4a:13
MG250120.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bw1a:13,acmv-gh:bw1a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bw1a:13
MG250121.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW5A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW5A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bw5a:13,acmv-gh:bw5a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bw5a:13
MG250122.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW6A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW6A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bw6a:13,acmv-gh:bw6a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bw6a:13
MG250123.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW9A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW9A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bw9a:13,acmv-gh:bw9a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bw9a:13
MG250124.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW7A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW7A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bw7a:13,acmv-gh:bw7a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bw7a:13
MG250125.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW8A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW8A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bw8a:13,acmv-gh:bw8a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bw8a:13
MG250126.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW3A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bw3a:13,acmv-gh:bw3a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bw3a:13
MG250127.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW2A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bw2a:13,acmv-gh:bw2a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bw2a:13
MG250128.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW4A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:bw4a:13,acmv-gh:bw4a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:bw4a:13
MG250129.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:mo1a:13,acmv-gh:mo1a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:mo1a:13
MG250130.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO3A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:mo3a:13,acmv-gh:mo3a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:mo3a:13
MG250131.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO4A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:mo4a:13,acmv-gh:mo4a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:mo4a:13
MG250132.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO6A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO6A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08,A,acmv_gh:mo6a:13,acmv-gh:mo6a:13, || begomovirus manihotis || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2013-08 || acmv-gh:mo6a:13
