Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type,Component,Isolate_Clean,Isolate_Pair_Core,Pair_Key
NC_011583.1,RefSeq,GCF_000882315.1,,,PRJNA485481,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,EACMKV-[K298],DNA A,"East African cassava mosaic Kenya virus DNA A, complete genome",2797,complete,"Kenya:Machakos, Mitaboni/Ngiini",Kenya,,Manihot esculenta,,"Bull,S.E., Briddon,R.W., Sserubombwe,W.S., Ngugi,K., Markham,P.G., Stanley,J.","National Center for Biotechnology Information, NIH",USA,1,,2008-11-14,ssDNA(+/-),A,eacmkv-[k298],eacmkv-[k298]," || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || kenya:machakos, mitaboni/ngiini || kenya || manihot esculenta ||  || eacmkv-[k298]"
JF909243.1,GenBank,set:a6895d7d1d527f568cf9e33cb74bedb24b931160,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT43A46:2008,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT43A46:2008 segment DNA-B, complete sequence",2766,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2008,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt43a46:2008,comoros:mayotte:yt43a46:2008, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2008 || comoros:mayotte:yt43a46:2008
JF909244.1,GenBank,set:c6f645da735a6a9ba8006aa1d9100c3c5736e9db,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT43B04:2008,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT43B04:2008 segment DNA-B, complete sequence",2766,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2008,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt43b04:2008,comoros:mayotte:yt43b04:2008, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2008 || comoros:mayotte:yt43b04:2008
JF909245.1,GenBank,set:7cc94e5e6c3cf771c13752f5712085cc063e0f2b,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT44A51:2008,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT44A51:2008 segment DNA-B, complete sequence",2764,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2008,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt44a51:2008,comoros:mayotte:yt44a51:2008, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2008 || comoros:mayotte:yt44a51:2008
JF909246.1,GenBank,set:0965c366c611804f33178c1c329e5640c4e2e7be,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT45B07:2008,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT45B07:2008 segment DNA-B, complete sequence",2767,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2008,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt45b07:2008,comoros:mayotte:yt45b07:2008, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2008 || comoros:mayotte:yt45b07:2008
JF909247.1,GenBank,set:a8c79e57c162a50405a0597f5eeefbadb89766ce,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT45E12:2008,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT45E12:2008 segment DNA-B, complete sequence",2767,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2008,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt45e12:2008,comoros:mayotte:yt45e12:2008, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2008 || comoros:mayotte:yt45e12:2008
JF909248.1,GenBank,set:43383fda5e5c9b29a96893ea55da84965ccebf9f,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT49B14:2008,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT49B14:2008 segment DNA-B, complete sequence",2767,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2008,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt49b14:2008,comoros:mayotte:yt49b14:2008, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2008 || comoros:mayotte:yt49b14:2008
JF909249.1,GenBank,set:306bdb6aea7013c67f081553be0ab9e7a7aa49fa,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT50A75:2008,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT50A75:2008 segment DNA-B, complete sequence",2761,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2008,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt50a75:2008,comoros:mayotte:yt50a75:2008, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2008 || comoros:mayotte:yt50a75:2008
JF909250.1,GenBank,set:157fce4702246a47ec200ff14da9ffa5edd21619,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT51A01:2008,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT51A01:2008 segment DNA-B, complete sequence",2746,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2008,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt51a01:2008,comoros:mayotte:yt51a01:2008, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2008 || comoros:mayotte:yt51a01:2008
JF909251.1,GenBank,set:a99df178abdc2682c8c30a7ede765959ac3abbf5,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT53B10:2008,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT53B10:2008 segment DNA-B, complete sequence",2763,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2008,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt53b10:2008,comoros:mayotte:yt53b10:2008, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2008 || comoros:mayotte:yt53b10:2008
JF909252.1,GenBank,set:e45961d132576ff3adee6c39bb15c5dec14f52bb,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT58A27:2008,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT58A27:2008 segment DNA-B, complete sequence",2766,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2008,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt58a27:2008,comoros:mayotte:yt58a27:2008, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2008 || comoros:mayotte:yt58a27:2008
JF909253.1,GenBank,set:1f99a8c16154fdfa28aa0c98ae7235d45d3d875a,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT58B26:2008,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT58B26:2008 segment DNA-B, complete sequence",2768,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2008,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt58b26:2008,comoros:mayotte:yt58b26:2008, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2008 || comoros:mayotte:yt58b26:2008
JF909254.1,GenBank,set:54412407cf01e474f666fac48f5af6eb8786fd89,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT72AL1:2008,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT72AL1:2008 segment DNA-B, complete sequence",2768,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2008,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt72al1:2008,comoros:mayotte:yt72al1:2008, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2008 || comoros:mayotte:yt72al1:2008
JF909255.1,GenBank,set:3da03409185b56111c275ccfc8de673894ab4df3,,,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Begomovirus,Geminiviridae,,Comoros:Mayotte:YT72B18:2008,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT72B18:2008 segment DNA-B, complete sequence",2769,complete,Mayotte,Mayotte,,Manihot esculenta,,"De Bruyn,A., Villemot,J., Lefeuvre,P., Villar,E., Hoareau,M., Harimalala,M., Abdoul-Karime,A.L., Abdou-Chakour,C., Reynaud,B., Harkins,G.W., Varsani,A., Martin,D.P., Lett,J.M., Lett,J.-M.","CIRAD, UMR PVBMT",France,1,2008,2012-06-20,ssDNA(+/-),B,comoros:mayotte:yt72b18:2008,comoros:mayotte:yt72b18:2008, || east african cassava mosaic kenya virus || begomovirus manihotiskenyaense || complete || mayotte || mayotte || manihot esculenta || 2008 || comoros:mayotte:yt72b18:2008
